"","Date","Time","Weather","latin","Species","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Any.other.comments","team","loc","month"
"455","06/02/2017","19:15","Clear","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98127 50214","Human Site","Suburban","Near road, high disturbance","Dixie and Yuma",NA,"tsu","surr","jun"
"456","28/4/17","09:45","Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98611 50174","Human site","Suburban","Recreational, high disturbance","Zoe",NA,"tsu","surr","apr"
"457","03/07/2017","10:20","Partly cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98764 50035","Human Site","suburban","Residential, recreational ground","Zoe",NA,"tsu","surr","mar"
"458","31/03/2017","13:29","Sunny","Sciurus carolinensis","Grey squirrel","3","Alive","SS 63133 92177","Woodland ","Mixed","Moderate shrub layer, Dense field layer","Samantha Purton",NA,"suc","swan","mar"
"459","03/08/2017","10:00","Sunny","Sciurus carolinensis","Grey squirrel","6","Alive","SU 98941 50240","Waterbody","Lake","Near railway, residential, near road","Yuma, Dixie",NA,"tsu","surr","mar"
"460","17/02/2017","10:40","Dry, overcast","Sciurus carolinensis","Grey squirrel","2","Alive","SK 704 518","Woodland","Broadleaved","Moderate shrub layer, moderate field layer, semi-natural","HL",NA,"brb","nott","feb"
"461","05/10/2017","18:00","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98604 50149","Human site","Suburban","recreational, residential","Zoe",NA,"tsu","surr","may"
"462","30/4/17","09:00","Cloudy","Sciurus carolinensis","Grey squirrel","2","Alive","SU 98119 50195","Human site","Suburban","Near road, high disturbance","Yuma and Dixie",NA,"tsu","surr","apr"
"463","30/05/2017","07:50","Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98720 50048","Human site","Suburban","Recreational, low disturbance","Zoe",NA,"tsu","surr","may"
"464","13/02/2017",NA,"Sun","Sciurus carolinensis","Grey squirrel","4","Alive","SS 63081 92220","Woodland","Broadleaved","Moderate shrub layer, moderate field layer","Samantha Purton",NA,"suc","swan","feb"
"465","26/05/2017","10:00","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98697 50128","Human site","Suburban","Recreational, high disturbance","Zoe",NA,"tsu","surr","may"
"466","20/03/2017","14:04","Clear","Sciurus carolinensis","Grey squirrel","1","Alive","ST 5670 3567","Human Site","Urban","Park/recreational area, near road","Ellie Livingstone",NA,"bba","bris","mar"
"467","18/03/2017","15:26","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","TR 13995 59797","Human Site","Suburban","Recreational site","Kieran Richardson",NA,"kpl","kent","mar"
"468","05/04/2017","09:00","Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98610 50171","Human site","Suburban","Recreational, high disturbance","Zoe",NA,"tsu","surr","may"
"469","03/01/2017","07:54","Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98864 50372","Waterbody","Lake","Near railway, ","Emily",NA,"tsu","surr","mar"
"470","28/05/2017","09:29","Cloudy","Sciurus carolinensis","Grey squirrel","4","Alive","TR 13362 59774","Human Site","Suburban","Residential, near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"471","08/01/2017",NA,"overcast and damp","Sciurus carolinensis","Grey squirrel","11","Alive","SS 63043 92120","Woodland","Broadleaved","Moderate shrub layer, moderate field layer","Samantha Purton",NA,"suc","swan","jan"
"472","28/05/2017","05:45","Fog","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98605 49757","Human site","Suburban","Residential, gardens, near road","Zoe",NA,"tsu","surr","may"
"473","30/01/2017","15:39","Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","TR 13233 59579","Human site","Suburban","Gardens, near road (50m)","Kieran Richardson",NA,"kpl","kent","jan"
"474","04/06/2017","18:00","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98381 50110","Human site","Suburban","Residential, low disturbance","Dixie",NA,"tsu","surr","apr"
"475","14/06/2017","14:00","Sunny","Sciurus carolinensis","Grey squirrel","1","alive","SU 98197 50258","Human Site","suburban","Residential, near road","Dixie  ",NA,"tsu","surr","jun"
"476","23-Mar","09:00","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","TG 19339 08195","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","mar"
"477","22/02/2017","09:00","Windy, overcast","Sciurus carolinensis","Grey squirrel","2","Alive","TQ6269249559",NA,NA,NA,NA,NA,"hba","hadl","feb"
"478","13/05/2017","13:15","Sunny","Sciurus carolinensis","Grey squirrel","2","alive","SO945230","Human site","Suburban","Residential, Gardens, near road","Isaac",NA,"uog","glou","may"
"479","02/02/2017","09:48","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","TR 13893 59939","Human Site","Suburban","Recreational site, near road (50m)","Kieran Richardson",NA,"kpl","kent","feb"
"480","05/01/2017","09:00","Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98126 50195","Human site","Suburban","Near road, High disturbance","Yuma and Dixie",NA,"tsu","surr","may"
"481","04/07/2017","16:00","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98733 50029","Human site","Suburban","Residential, recreational ground","Zoe",NA,"tsu","surr","apr"
"482","17-Mar","11:55","Overcast","Sciurus carolinensis","Grey squirrel","2","Alive","TG 19591 07703","Human","Suburban","Near Road","Shawnee",NA,"nbm","east","mar"
"483","14/03/2017","11:49","Cloudy","Sciurus carolinensis","Grey squirrel","2","Alive","TR 13235 59594","Human Site","Suburban","Near road (50m)","Kieran Richardson",NA,"kpl","kent","mar"
"484","08/02/2017","10:48","Sunny","Sciurus carolinensis","Grey squirrel","3","Alive","TR 13509 59719","Woodland","Broadleaved","Moderate shrub layer, sparse field layer","Kieran Richardson",NA,"kpl","kent","feb"
"485","27/4/17","09:08","Sunny","Sciurus carolinensis","Grey squirrel","2","Alive","SU 98719 50049","Human site","Suburban","Residential, low disturbance","Zoe",NA,"tsu","surr","apr"
"486","05/10/2017","08:00","Sunny","Sciurus carolinensis","Grey squirrel","1","Alive","SU 98818 49925","Human site","Suburban","Near road, residential, gardens","Zoe",NA,"tsu","surr","may"
"487","05/10/2017","08:05","Sunny","Sciurus carolinensis","Grey squirrel","2","Alive","SU 98733 50024","Human site","Suburban","recreational, residential","Zoe",NA,"tsu","surr","may"
"488","22/03/2017","09:07","Dry","Sciurus carolinensis","Grey squirrel","1","Alive","SS 63243 92143","Woodland","Mixed","Moderate shrub layer, Dense field layer","Samantha Purton",NA,"suc","swan","mar"
"489","13/04/2017",NA,"Cloudy","Sciurus carolinensis","Grey squirrel","1","Alive ","SS 62998 92139","Woodland","Broadleaved","moderate shrub layer, moderate field layer","Kathryn Weston",NA,"suc","swan","apr"
"490","09/04/2017",NA,NA,"Sciurus carolinensis","Grey squirrel","3","Alive","TR 13994 59596","Woodland","Broadleaved","Near road","DT",NA,"gua","kent","apr"
"491","22/02/2017",NA,"Raining","Sciurus carolinensis","Grey squirrel","3","Alive ","SS 62877 92187","Woodland","Broadleaved","Dense shrub layer, moderate field layer","Hannah Cole",NA,"suc","swan","feb"
"492","25/03/2017","15:36","sunny","Phoca vitulina","Harbour seal","2","Alive","57.177192, -2.098687","waterbodies","river","slow running","Cristin",NA,"att","aber","mar"
"493","20/05/2017","16:39","Sunny","Erinaceus europaeus","Hedgehog","1","Alive","TR 13120 59931","Human Site","Suburban","recreational area, near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"494","13/05/2017","22:05","Cloudy","Erinaceus europaeus","Hedgehog","1","Alive","TG 20004 08220","Human site","Urban","Residential","Steven",NA,"nbm","east","may"
"495","09/05/2017","22:50","Dry","Erinaceus europaeus","Hedgehog","1","Alive","SK 7003 5216","Open land","Farmland","Grazed, pasture, high/medium disturbance, hedgerows","HL",NA,"brb","nott","may"
"496","05/04/2017","3pm","Sunny","Erinaceus europaeus","Hedgehog","1","Dead","SU 74020 72122","Human site","urban","Garden","Arron",NA,"rum","rum.","apr"
"497","13/02/2017","11:45","Dry, sunny","Equus ferus caballus","Horse","2","Alive","SK 703 519","Open land","Farmland","Grazed, Hedgerow with trees, Other field boundary, high/medium disturbance, pasture","HL",NA,"brb","nott","feb"
"498","07/06/2017",NA,"cloudy","Lutra lutra","Otter","1","alive","NS 55239 70362","Waterbodies","RIVER (>3m wide)","Game fishing","Niamh","Sighting of an otter's tail off the banks of the river kelvin by Lady Campbell bridge ","tcw","glas","jun"
"499","26/03/2017","4.20pm","Sunny","Talpa europaea","Mole","1","Dead","SU 73834 71679","Open land","Meadow","Low disturbance","Sean","Picture attached.","rum","read","mar"
"500","02/02/2017","12:15","cloudy/windy","Talpa europaea","Mole","10","hills","SK 69577 52703","Open land","Farmland","Active farmland, crops, Hedgerow without trees, near road (50m)","GT, FV, DW","huge number of them all over campus","mdb","nott","feb"
"501","14/03/2017","14:20","Overcast","Talpa europaea","Mole","1","Dead","SK 69409 52236","Human Site","Rural","50m from Road","BN",NA,"mdb","nott","apr"
"502","08/02/2017","11:30am","Clear skies, dry","Murinae sp.","Mouse (sp)","1","Alive","51.913785, -2.313129","Open Land","Farmland","Other field boundary, low disturbance, near road","James",NA,"wwa","hart","feb"
"503","05/02/2017","13:00","Sunny","Muntiacus reevesi","Muntjac","1","Alive","SU 7381 7120","Human Site","Woodland","Mixed woodland, Near road (50m)","Sophie",NA,"pft","read","may"
"504","07-Feb","12:50","Drizzle","Muntiacus reevesi","Muntjac","1","Alive","TG 19700 08059","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","Shawnee",NA,"nbm","east","feb"
"505","16/03/2017",NA,"cloudy","Mus musculus","House mouse","1","alive ","NS571667","Human sites","urban","Residential","Meighan",NA,"tcw","glas","mar"
"506","16/02/2017","4:50pm","Dry, clear with slight cloud","Phasianus colchicus","Pheasant","1","Alive","SO 78984 23659","Woodland","Broadleaved","Dense shrub layer","Natalie",NA,"tma","hart","feb"
"507","14/03/2017","22:12","Overcast","Martes martes","Pine marten","1","Alive ","NS 377 960","Human Site ","Rural ","Near Road ","EP ",NA,"gun","glas","mar"
"508","22/05/2017","21:13","warm, calm","Pipistrellus sp.","Pipistrelle bat (sp)","1","Alive","TR 13709 59854","Human site","Suburban","near road, rec area","DT",NA,"gua","kent","may"
"509","22/05/2017","21:17","warm, calm","Pipistrellus sp.","Pipistrelle bat (sp)","1","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"510","22/05/2017","21:30","warm, calm","Pipistrellus sp.","Pipistrelle bat (sp)","1","Alive","TR 12984 59673","Human site","Suburban","moderate field layer","DT",NA,"gua","kent","may"
"511","01/04/2017","19:15","cloudy","Pipistrellus sp.","Pipistrelle bat (sp)","5","Alive","TR 13370 59876","Human Site","Suburban","Near road (50m)","Kieran Richardson",NA,"kpl","kent","apr"
"512","31/03/2017","00:02","Dark","Pipistrellus sp.","Pipistrelle bat (sp)","1","Alive","TR 14101 59066","Open land","Meadow","Hedgerow with trees,  high disturbance from People","Kieran Richardson",NA,"kpl","kent","mar"
"513","16/03/2017","18:04","Sunny","Pipistrellus sp.","Pipistrelle bat (sp)","5","Alive","TR 13669 59852","Woodland","Broadleaved","Dense Shrub Layer, Sparse Field Layer","Kieran Richardson",NA,"kpl","kent","mar"
"514","11/03/2017","18:11","Sunny","Pipistrellus sp.","Pipistrelle bat (sp)","2","Alive","TR 13071 59514","Open land","Farmland","Hedgerow with trees, near road (50m)","Kieran Richardson",NA,"kpl","kent","mar"
"515","14/04/2017","21:17","sunny","Pipistrellus sp.","Pipistrelle bat (sp)","2","Alive","TR 12999 59788","Open Land","unimproved","Hedgerow with trees","Kieran Richardson",NA,"kpl","kent","apr"
"516","01/02/2017","15:00","showers","Sorex minutus","Pygmy shrew",NA,"dead","SX8728158624","open land","wildlife area","moderate cover","laura roberts",NA,"sdc","sdev","feb"
"517","19/02/2017","12:38","fair/rain","Oryctolagus cuniculus","Rabbit","1","Alive","SW 7734 2162","human site","rural","municipal park/recreational area","GH/AG",NA,"tpa","exet","feb"
"518","22/03/2017","19:21",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13383 59946","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"519","21/02/2017","14:50",NA,"Oryctolagus cuniculus","Rabbit","5","Alive","TR 13822 59518","Human site","Suburban","near road","DT",NA,"gua","kent","feb"
"520","14/04/2017","19:49",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13601 59679","Human site","Suburban","near road","DT",NA,"gua","kent","apr"
"521","20/04/2017","19:13",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT","kits ","gua","kent","apr"
"522","03-Feb","13:15","Sunny spells","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19727 07470","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","feb"
"523","25 January 2017","13:30","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","SU 7411 7200","Human site","Suburban","Disused, Gardens","Team","Domestic feral","pft","read","jan"
"524","20/04/2017","19:12",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"525","14/04/2017","19:45",NA,"Oryctolagus cuniculus","Rabbit","12","Alive","TR 13744 59509","Human site","Suburban","residential, near road","DT","around a warren","gua","kent","apr"
"526","28/02/2017","16:45","Cloudy (just rained)","Oryctolagus cuniculus","Rabbit","1","Alive","SU 98875 50368","Waterbody","Lake","Near railway, recreational ground, low banks","Yuma",NA,"tsu","surr","feb"
"527","18/04/2017","22:46",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13965 59967","Human site","Suburban"," near road","DT",NA,"gua","kent","apr"
"528","05/05/2017","20:10","Cloudy, windy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19356 08222","Human site","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"529","04/05/2017","17:26",NA,"Oryctolagus cuniculus","Rabbit","7","Alive","TR 13822 59518","Human site","Suburban","near road","DT",NA,"gua","kent","may"
"530","10/04/2017","08:36",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT","including 1 kitten","gua","kent","apr"
"531","14-Mar","21:30","Clear","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19344 08184","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","mar"
"532","17/03/2017","00:23","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","NY410559","Open Land","Farmland","Grazed with medium disturbance from people","Ruth",NA,"tmo","cumb","mar"
"533","15/02/2017","01:37","cloudy","Oryctolagus cuniculus","Rabbit","5","Alive","TR 14166 59925","Human Site","Suburban","Recreational site","Kieran Richardson",NA,"kpl","kent","feb"
"534","22/04/2017","16:40",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13822 59518","Human site","Suburban","near road","DT",NA,"gua","kent","apr"
"535","13/04/2017","19:21",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT","including 3 kits ","gua","kent","apr"
"536","13/04/2017","19:19",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"537","22/04/2017","16:50",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 14132 59924","Human site","Suburban","Near road","DT",NA,"gua","kent","apr"
"538","22/04/2017","16:40",NA,"Oryctolagus cuniculus","Rabbit","5","Alive","TR 13872 59352","Human site","Suburban","Near road","DT",NA,"gua","kent","apr"
"539","18/04/2017","22:43",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 14007 59766","Human site","Suburban","Near road","DT",NA,"gua","kent","apr"
"540","16-Mar","18:10","Cloudy","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19643 07709","Human","Suburban","Near Road","Ellen & Ellie",NA,"nbm","east","mar"
"541","24/04/2017","15:33",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"542","02/05/2017","22:41",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13965 59967","Human site","Suburban"," near road","DT",NA,"gua","kent","may"
"543","09/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","5","Alive","TR 13879 59822","Human site","Suburban"," near road","DT",NA,"gua","kent","apr"
"544","16/03/2017","19:20",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13918 59786","Human site","Suburban"," near road","DT",NA,"gua","kent","mar"
"545","26-Apr","20:45","Cloudy","Oryctolagus cuniculus","Rabbit","4","Alive","TG 19194 07599","Human","Urban","Near road","Ellen",NA,"nbm","east","apr"
"546","08/02/2017","10:50","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13611 59805","Woodland","Broadleaved","Moderate shrub layer, sparse field layer","Kieran Richardson",NA,"kpl","kent","feb"
"547","21/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"548","21/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13709 59854","Human site","Suburban","near road, rec area","DT",NA,"gua","kent","apr"
"549","08-Mar","22:50","Clear","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19804 07574","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","mar"
"550","16-Mar","18:20","Cloudy","Oryctolagus cuniculus","Rabbit","4","Alive","TG 19354 08238","Human","Suburban","Near Road","Ellen & Ellie",NA,"nbm","east","mar"
"551","04/05/2017","18:30","Cloudy, warm","Oryctolagus cuniculus","Rabbit","12","Alive","TG 19642 07703","Human site","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"552","11-Apr","14:40","Sunny, windy","Oryctolagus cuniculus","Rabbit","4","Alive","TG 19551 07524","Human site","Suburban","Residential, gardens, recreational area","Shawnee",NA,"nbm","east","apr"
"553","31-Mar","17:15","Clear, sunny","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19804 07733","Human","Urban","Near road","Shawnee",NA,"nbm","east","mar"
"554","17/04/2017","12:37",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13601 59679","Human site","Suburban","near road","DT","all kits ","gua","kent","apr"
"555","02/02/2017","12:53","cloudy/windy","Oryctolagus cuniculus","Rabbit","25","holes","SK 69436 52615","Open land","Farmland","Active farmland, crops, Hedgerow without trees, near road (50m)","GT, FV, DW","all through out a thin hedge ","mdb","nott","feb"
"556","20/04/2017","19:51",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"557","02/05/2017","12:07",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 14007 59766","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"558","09/03/2017","18:14","Clear","Oryctolagus cuniculus","Rabbit","1","Alive","SO 79093 22975","Human site","Rural","Near road","Becky",NA,"hhe","hart","mar"
"559","06/05/2017","02:20",NA,"Oryctolagus cuniculus","Rabbit","8","Alive","TR 14059 59609","Human site","Suburban","rec area","DT",NA,"gua","kent","may"
"560","17 January 2017","13:19","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","SU 7411 7200","Human site","Suburban","Disused, Gardens","Team",NA,"pft","read","jan"
"561","14/04/2017","20:45","sunny","Oryctolagus cuniculus","Rabbit","13","Alive","TR 13864 59364","Human Site","Suburban","Recreational area, near road (50m)","Kieran Richardson",NA,"kpl","kent","apr"
"562","17/02/2017","07:50","Partly cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","SU 98795 50405","Human site","Suburban","Recreational ground","Yuma and Emily",NA,"tsu","surr","feb"
"563","18/04/2017","07:02",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13974 59836","Human site","Suburban","Near road","DT",NA,"gua","kent","apr"
"564","18/04/2017","07:15",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 14059 59609","Human site","Suburban","rec area","DT",NA,"gua","kent","apr"
"565","14/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","4","Alive",NA,"Human site","Suburban","residential, near road","DT","2 kits","gua","kent","apr"
"566","03/02/2017","11:00am","Cloudy","Oryctolagus cuniculus","Rabbit","1","Dead","51.9183685, -2.30568183","Woodland","Broadleaved","Sparse shrub layer, Sparse field layer","Alice + James",NA,"wwa","hart","feb"
"567","14/02/2017","14:30","Fair","Oryctolagus cuniculus","Rabbit","4","Alive","SW 7634 9363","Human site","Rural","Hedgerow with trees, medium disturbance","AG",NA,"tpa","exet","feb"
"568","10-Mar","14:15","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19041 07508","Human","Suburban","Municipal park/recreational area","Max",NA,"nbm","east","mar"
"569","20-Feb","15:00","Overcast","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19549 07695","Human","Suburban","Near Road","Shawnee",NA,"nbm","east","feb"
"570","17/04/2017","12:42",NA,"Oryctolagus cuniculus","Rabbit","1","Dead","TR 13268 59785","Human site","Suburban","residential, near road","DT","Found dead by small tree - stretched out, eyes and rear leg eaten. No obvious head/neck injury or attack marks","gua","kent","apr"
"571","02/04/2017","20:25","sunny","Oryctolagus cuniculus","Rabbit","5","Alive","TR 14025 59828","Human Site","Suburban","Recreational area","Sonia Vallocchia",NA,"kpl","kent","apr"
"572","21/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13381 59775","Human site","Suburban","residential, near road","DT","kit","gua","kent","apr"
"573","23-Feb-17","14:56","Storm Doris","Oryctolagus cuniculus","Rabbit","1","Alive","SU 7411 7200","Human Site ","Suburban","Disused, Garden","Sophie and Steph",NA,"pft","read","feb"
"574","01/03/2017","13:08","Cloudy, windy, sunny","Oryctolagus cuniculus","Rabbit","1","rabbit holes","SK 69706 52880","Waterbodies","Stream","Banks vegetates, high banks","GT",NA,"mdb","nott","apr"
"575","28-Feb","16.45","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19425 07641","Human","Suburban","Near Road","Max",NA,"nbm","east","feb"
"576","07/05/2017","18:47","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13455 59728","Human Site","Suburban","Residential","Kieran Richardson",NA,"kpl","kent","may"
"577","05/05/2017","20:15","Cloudy, windy","Oryctolagus cuniculus","Rabbit","8","Alive","TG 19371 07772","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","may"
"578","08/02/2017","09:53am","Clear skies, dry","Oryctolagus cuniculus","Rabbit","1","Dead","51.91900801, -2.30843988","Woodland","Broadleaved","Dense shrub layer, moderate field layer","Alice + James","PHOTO PROVIDED This was only the skull of a rabbit, there was other skeletons of creatures in this spot, including birds. ","wwa","hart","feb"
"579","23/03/2017","12:50",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13822 59518","Human site","Suburban","near road","DT",NA,"gua","kent","mar"
"580","25/05/2017","19:15","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19384 08203","Human","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"581","24-Apr","12:30","Cloudy","Oryctolagus cuniculus","Rabbit","12","Alive","TG 19556 07391","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","apr"
"582","13-Mar","10:30","Clear, sunny","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19774 07542","Open land","Unimproved","High/medium disturbance from people","Shawnee",NA,"nbm","east","mar"
"583","14/02/2017","15:37",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13822 59518","Human site","Suburban","near road","DT",NA,"gua","kent","feb"
"584","12/03/2017","17:55",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"585","18/03/2017","17:18",NA,"Oryctolagus cuniculus","Rabbit","5","Alive","TR 13822 59518","Human site","Suburban","near road","DT","one was allopreening another","gua","kent","mar"
"586","24-Feb","04:15","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19655 07713","Human","Suburban","Near Road","Ellen",NA,"nbm","east","feb"
"587","14/03/2017","16:22","Overcast","Oryctolagus cuniculus","Rabbit","3","Alive","SK 69654 52292","Human Site","Rural","Gardens","Group members",NA,"mdb","nott","apr"
"588","23/05/2017","20:20","Cool","Oryctolagus cuniculus","Rabbit","5","Alive","TG 19198 07278","Human","Suburban","Municipal park/recreational area","Ellie ",NA,"nbm","east","may"
"589","21-Mar","23:00","Clear","Oryctolagus cuniculus","Rabbit","6","Alive","TG 19144 07365","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","mar"
"590","28/03/2017","21:19","Sunny","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13813 59713","Human Site","Suburban","Near road (50m)","Kieran Richardson",NA,"kpl","kent","mar"
"591","28/02/2017","06:50","clear/chilly","Oryctolagus cuniculus","Rabbit","6","alive","SK 69240 52951","Open land","Farmland","Crops, Hedgerow with trees, Low disturbance","FV",NA,"mdb","nott","feb"
"592","28-Mar","12:40","Overcast","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19562 07518","Human","Urban","Municipal park/recreational area","Max",NA,"nbm","east","mar"
"593","02/02/2017","19:19","damp, breezy","Oryctolagus cuniculus","Rabbit","3","Alive","TR 14088 59807","Human site","Suburban","near road (50m), rec area","DT",NA,"gua","kent","feb"
"594","04/05/2017","19:17",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"595","09/05/2017","23:12",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 14007 59766","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"596","04/05/2017","20:07",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13020 59725","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"597","04/05/2017","20:10",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"598","20-Feb","12:20","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19092 07247","Woodland","Broadleaved","Moderate shrub layer, moderate field layer","Shawnee",NA,"nbm","east","feb"
"599","19-Feb","16:00","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19427 07898","Human","Suburban","Near Road","Ellen",NA,"nbm","east","feb"
"600","09-Feb","22:55","Cloudy","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19399 08147","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","feb"
"601","28/04/2017","07:17","damp, calm, cool","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"602","06/05/2017","02:22",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13974 59836","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"603","07-Mar","13:45","Clear","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19549 07510","Human","Urban","Municipal park/recreational area","Max",NA,"nbm","east","mar"
"604","22/05/2017","21:21","warm, calm","Oryctolagus cuniculus","Rabbit","1","Dead","TR 12984 59673","Human site","Suburban","moderate field layer","DT","Stretched out. Eyes and rear leg nibbled; no obvious sign of predation. Suspected calcivirus?","gua","kent","may"
"605","12/03/2017","17:49",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13709 59854","Human site","Suburban","near road, rec area","DT",NA,"gua","kent","mar"
